id,account,type,amount,atm_id
4334,403774,SERVICE_PAY,-100,10009
4335,128682,SERVICE_PAY,-100,10009
4336,839647,RETRIEVAL,-200,10000
4337,959228,SERVICE_PAY,-50,10000
4338,682067,DEPOSIT,400,10015
4339,517927,DEPOSIT,200,10004
4340,540502,RETRIEVAL,-350,10000
4341,398896,BALANCE_CHECK,500,10012
4342,214694,BALANCE_CHECK,5000,10008
4343,596938,DEPOSIT,400,10008
4344,218323,BALANCE_CHECK,4000,10007
4345,770212,BALANCE_CHECK,3000,10005
4346,517927,SERVICE_PAY,-500,10015
4347,435486,SERVICE_PAY,-500,10009
4348,907589,SERVICE_PAY,-400,10009
4349,419101,DEPOSIT,200,10009
4350,419101,RETRIEVAL,-100,10011
4351,920781,DEPOSIT,100,10001
4352,672050,DEPOSIT,1000,10002
4353,901185,DEPOSIT,300,10004
4354,743517,RETRIEVAL,-200,10011
4355,577157,BALANCE_CHECK,2500,10007
4356,946596,BALANCE_CHECK,3500,10014
4357,907589,RETRIEVAL,-450,10015
4358,583825,SERVICE_PAY,-300,10013
4359,412892,BALANCE_CHECK,1500,10014
4360,294790,DEPOSIT,300,10005
4361,791402,DEPOSIT,800,10006
4362,182500,RETRIEVAL,-100,10001
4363,913099,DEPOSIT,200,10009
4364,587932,SERVICE_PAY,-350,10010
4365,252817,DEPOSIT,300,10004
4366,298799,RETRIEVAL,-50,10004
4367,832307,DEPOSIT,400,10009
4368,920781,SERVICE_PAY,-250,10001
4369,182500,BALANCE_CHECK,2000,10014
4370,956433,BALANCE_CHECK,2500,10004
4371,839015,RETRIEVAL,-400,10001
4372,951743,BALANCE_CHECK,5000,10013
4373,832617,RETRIEVAL,-300,10004
4374,811329,DEPOSIT,900,10014
4375,443562,DEPOSIT,400,10003
4376,730873,RETRIEVAL,-200,10004
4377,540502,RETRIEVAL,-250,10011
4378,383634,DEPOSIT,600,10007
4379,423064,SERVICE_PAY,-300,10014
4380,973810,RETRIEVAL,-200,10003
4381,214694,SERVICE_PAY,-450,10002
4382,942111,RETRIEVAL,-200,10011
4383,438446,SERVICE_PAY,-500,10012
4384,394760,DEPOSIT,900,10003
4385,301940,BALANCE_CHECK,2000,10008
4386,961635,BALANCE_CHECK,1500,10006
4387,419101,SERVICE_PAY,-450,10010
4388,419101,SERVICE_PAY,-500,10011
4389,215204,DEPOSIT,700,10011
4390,413828,RETRIEVAL,-250,10011
4391,755454,BALANCE_CHECK,2500,10004
4392,415449,SERVICE_PAY,-300,10015
4393,218323,RETRIEVAL,-250,10002
4394,133521,RETRIEVAL,-350,10005
4395,956433,RETRIEVAL,-500,10009
4396,838688,BALANCE_CHECK,4000,10015
4397,129049,SERVICE_PAY,-200,10005
4398,540502,RETRIEVAL,-450,10003
4399,682067,RETRIEVAL,-450,10005
4400,402189,RETRIEVAL,-150,10007
4401,730873,DEPOSIT,1000,10001
4402,582753,BALANCE_CHECK,2000,10003
4403,554380,BALANCE_CHECK,500,10001
4404,832307,DEPOSIT,600,10005
4405,754991,RETRIEVAL,-100,10001
4406,952297,DEPOSIT,1000,10010
4407,281101,DEPOSIT,400,10009
4408,855346,DEPOSIT,400,10000
4409,816398,RETRIEVAL,-50,10015
4410,770212,RETRIEVAL,-200,10010
4411,368908,SERVICE_PAY,-500,10015
4412,961635,SERVICE_PAY,-250,10012
4413,628053,BALANCE_CHECK,500,10001
4414,734731,BALANCE_CHECK,1500,10010
4415,116647,SERVICE_PAY,-250,10008
4416,116647,RETRIEVAL,-400,10012
4417,591132,SERVICE_PAY,-100,10007
4418,116647,BALANCE_CHECK,2500,10000
4419,332784,SERVICE_PAY,-400,10011
4420,692833,RETRIEVAL,-150,10009
4421,218323,BALANCE_CHECK,2000,10000
4422,583825,BALANCE_CHECK,1000,10003
4423,596938,SERVICE_PAY,-50,10003
4424,284064,DEPOSIT,700,10008
4425,816398,BALANCE_CHECK,2000,10005
4426,301940,DEPOSIT,700,10013
4427,692833,BALANCE_CHECK,4000,10009
4428,668826,RETRIEVAL,-400,10002
4429,125077,RETRIEVAL,-100,10012
4430,298799,DEPOSIT,700,10003
4431,403774,DEPOSIT,900,10002
4432,274972,RETRIEVAL,-450,10003
4433,517927,DEPOSIT,200,10005
4434,629384,RETRIEVAL,-200,10003
4435,754991,DEPOSIT,1000,10015
4436,429023,SERVICE_PAY,-50,10006
4437,453604,DEPOSIT,700,10001
4438,412892,BALANCE_CHECK,1000,10012
4439,724465,BALANCE_CHECK,1000,10011
4440,791402,BALANCE_CHECK,500,10005
4441,708611,BALANCE_CHECK,5000,10014
4442,262204,DEPOSIT,800,10000
4443,754991,BALANCE_CHECK,500,10003
4444,129049,DEPOSIT,1000,10009
4445,755454,DEPOSIT,300,10010
4446,855346,DEPOSIT,800,10006
4447,371086,BALANCE_CHECK,2000,10008
4448,959228,RETRIEVAL,-400,10003
4449,961635,RETRIEVAL,-100,10007
4450,942111,RETRIEVAL,-400,10010
4451,790232,RETRIEVAL,-450,10015
4452,847700,SERVICE_PAY,-450,10015
4453,438446,RETRIEVAL,-200,10003
4454,944947,RETRIEVAL,-450,10001
4455,453604,RETRIEVAL,-250,10008
4456,961635,SERVICE_PAY,-50,10013
4457,353550,RETRIEVAL,-500,10014
4458,517927,SERVICE_PAY,-400,10001
4459,556524,RETRIEVAL,-400,10003
4460,412892,DEPOSIT,600,10008
4461,262204,BALANCE_CHECK,1500,10009
4462,128682,BALANCE_CHECK,2500,10013
4463,596938,BALANCE_CHECK,3500,10015
4464,412892,SERVICE_PAY,-50,10014
4465,402189,DEPOSIT,100,10009
4466,294790,RETRIEVAL,-200,10003
4467,226770,RETRIEVAL,-250,10009
4468,942111,SERVICE_PAY,-150,10006
4469,274972,BALANCE_CHECK,4000,10010
4470,395438,RETRIEVAL,-250,10004
4471,596938,RETRIEVAL,-450,10013
4472,438446,RETRIEVAL,-450,10010
4473,828086,DEPOSIT,800,10014
4474,301940,RETRIEVAL,-200,10005
4475,678713,DEPOSIT,900,10005
4476,816398,RETRIEVAL,-100,10014
4477,353550,DEPOSIT,1000,10006
4478,129049,SERVICE_PAY,-400,10007
4479,353550,DEPOSIT,500,10004
4480,301940,SERVICE_PAY,-400,10006
4481,577157,DEPOSIT,500,10002
4482,839647,RETRIEVAL,-500,10001
4483,582753,RETRIEVAL,-100,10001
4484,218323,BALANCE_CHECK,5000,10007
4485,133521,RETRIEVAL,-100,10009
4486,668826,SERVICE_PAY,-50,10002
4487,951743,DEPOSIT,400,10010
4488,589589,BALANCE_CHECK,4500,10002
4489,218323,BALANCE_CHECK,1000,10013
4490,297512,RETRIEVAL,-300,10003
4491,589589,RETRIEVAL,-400,10007
4492,591132,RETRIEVAL,-450,10002
4493,589589,SERVICE_PAY,-250,10000
4494,554380,SERVICE_PAY,-450,10002
4495,218323,BALANCE_CHECK,4500,10015
4496,839015,DEPOSIT,500,10003
4497,116647,SERVICE_PAY,-50,10003
4498,294790,DEPOSIT,800,10014
4499,353550,BALANCE_CHECK,500,10002
4500,682067,SERVICE_PAY,-500,10005
4501,402189,BALANCE_CHECK,2500,10004
4502,913099,BALANCE_CHECK,4000,10005
4503,395438,SERVICE_PAY,-350,10003
4504,582753,BALANCE_CHECK,5000,10012
4505,125077,DEPOSIT,600,10013
4506,281101,RETRIEVAL,-250,10006
4507,839015,RETRIEVAL,-50,10000
4508,294790,RETRIEVAL,-350,10004
4509,959228,BALANCE_CHECK,1000,10008
4510,951743,BALANCE_CHECK,3500,10002
4511,682067,BALANCE_CHECK,500,10007
4512,948294,BALANCE_CHECK,2000,10009
4513,453604,SERVICE_PAY,-150,10014
4514,802009,BALANCE_CHECK,4000,10006
4515,398896,BALANCE_CHECK,500,10014
4516,724465,BALANCE_CHECK,2000,10004
4517,453604,BALANCE_CHECK,4500,10005
4518,808797,DEPOSIT,700,10000
4519,847700,DEPOSIT,200,10009
4520,226770,DEPOSIT,400,10014
4521,628053,DEPOSIT,800,10006
4522,413828,RETRIEVAL,-50,10003
4523,791402,SERVICE_PAY,-450,10013
4524,832307,BALANCE_CHECK,3000,10004
4525,847700,BALANCE_CHECK,2000,10010
4526,920781,DEPOSIT,100,10007
4527,724465,DEPOSIT,500,10007
4528,628053,SERVICE_PAY,-250,10008
4529,129049,SERVICE_PAY,-300,10003
4530,913099,SERVICE_PAY,-250,10013
4531,297512,DEPOSIT,400,10014
4532,438446,BALANCE_CHECK,5000,10011
4533,790232,DEPOSIT,200,10004
4534,443562,DEPOSIT,900,10014
4535,629384,RETRIEVAL,-300,10003
4536,828086,RETRIEVAL,-300,10012
4537,770212,RETRIEVAL,-150,10002
4538,215204,BALANCE_CHECK,3000,10004
4539,952297,BALANCE_CHECK,1000,10011
4540,628053,RETRIEVAL,-350,10003
4541,754991,BALANCE_CHECK,3000,10001
4542,395438,DEPOSIT,700,10004
4543,215204,BALANCE_CHECK,5000,10003
4544,412892,SERVICE_PAY,-100,10000
4545,301940,DEPOSIT,300,10006
4546,828086,RETRIEVAL,-100,10004
4547,913099,BALANCE_CHECK,4500,10004
4548,577157,RETRIEVAL,-400,10002
4549,371086,BALANCE_CHECK,4500,10006
4550,755454,RETRIEVAL,-350,10002
4551,517927,BALANCE_CHECK,4000,10008
4552,297512,RETRIEVAL,-350,10012
4553,907589,BALANCE_CHECK,1500,10012
4554,371086,DEPOSIT,500,10003
4555,838688,DEPOSIT,800,10011
4556,802009,SERVICE_PAY,-400,10010
4557,262204,DEPOSIT,600,10008
4558,855346,BALANCE_CHECK,4500,10010
4559,415449,BALANCE_CHECK,5000,10013
4560,357229,DEPOSIT,400,10007
4561,218323,RETRIEVAL,-50,10004
4562,182500,BALANCE_CHECK,2500,10011
4563,413828,BALANCE_CHECK,1500,10013
4564,517927,RETRIEVAL,-50,10000
4565,951743,SERVICE_PAY,-250,10001
4566,357229,SERVICE_PAY,-350,10006
4567,743517,DEPOSIT,1000,10003
4568,832307,SERVICE_PAY,-50,10001
4569,754991,RETRIEVAL,-400,10001
4570,944947,BALANCE_CHECK,2500,10010
4571,262204,RETRIEVAL,-200,10015
4572,944947,BALANCE_CHECK,5000,10007
4573,215204,RETRIEVAL,-300,10005
4574,125077,DEPOSIT,700,10003
4575,554380,RETRIEVAL,-100,10000
4576,891581,BALANCE_CHECK,4500,10011
4577,956433,BALANCE_CHECK,3000,10011
4578,855346,BALANCE_CHECK,4000,10001
4579,517927,BALANCE_CHECK,3500,10010
4580,252817,SERVICE_PAY,-350,10008
4581,332784,DEPOSIT,400,10009
4582,730873,DEPOSIT,300,10003
4583,637833,DEPOSIT,1000,10010
4584,357229,BALANCE_CHECK,3500,10004
4585,973810,BALANCE_CHECK,3000,10011
4586,413828,SERVICE_PAY,-150,10011
4587,816398,DEPOSIT,300,10014
4588,357229,SERVICE_PAY,-100,10000
4589,913099,BALANCE_CHECK,2000,10010
4590,226770,BALANCE_CHECK,4500,10015
4591,952297,BALANCE_CHECK,4000,10013
4592,412892,DEPOSIT,200,10004
4593,582753,DEPOSIT,700,10012
4594,540502,RETRIEVAL,-250,10005
4595,832617,BALANCE_CHECK,2000,10004
4596,116647,DEPOSIT,100,10002
4597,252817,BALANCE_CHECK,500,10011
4598,517927,DEPOSIT,800,10012
4599,226770,SERVICE_PAY,-200,10008
4600,816398,DEPOSIT,700,10008
4601,297512,RETRIEVAL,-300,10002
4602,693293,DEPOSIT,900,10005
4603,808797,BALANCE_CHECK,5000,10008
4604,284064,BALANCE_CHECK,1500,10013
4605,129049,RETRIEVAL,-400,10009
4606,133521,DEPOSIT,900,10005
4607,708611,BALANCE_CHECK,500,10014
4608,816398,BALANCE_CHECK,4500,10011
4609,637833,RETRIEVAL,-150,10008
4610,629384,RETRIEVAL,-50,10009
4611,808797,DEPOSIT,400,10011
4612,802009,BALANCE_CHECK,500,10013
4613,556524,DEPOSIT,500,10015
4614,556524,DEPOSIT,900,10003
4615,353550,BALANCE_CHECK,4000,10001
4616,855346,SERVICE_PAY,-400,10010
4617,353550,BALANCE_CHECK,3000,10005
4618,973810,RETRIEVAL,-300,10007
4619,692833,DEPOSIT,600,10014
4620,901185,SERVICE_PAY,-200,10002
4621,368908,RETRIEVAL,-500,10012
4622,517927,RETRIEVAL,-200,10015
4623,554380,SERVICE_PAY,-200,10014
4624,591132,RETRIEVAL,-400,10008
4625,301940,DEPOSIT,600,10005
4626,791402,BALANCE_CHECK,5000,10003
4627,693293,RETRIEVAL,-400,10013
4628,133521,SERVICE_PAY,-400,10009
4629,678713,SERVICE_PAY,-450,10007
4630,262204,BALANCE_CHECK,2500,10005
4631,770212,BALANCE_CHECK,1000,10015
4632,912189,DEPOSIT,1000,10012
4633,832617,SERVICE_PAY,-100,10014
4634,912189,BALANCE_CHECK,3000,10003
4635,743517,BALANCE_CHECK,5000,10014
4636,682067,RETRIEVAL,-150,10007
4637,582753,BALANCE_CHECK,4000,10002
4638,838688,RETRIEVAL,-350,10010
4639,678713,DEPOSIT,200,10009
4640,724465,RETRIEVAL,-250,10002
4641,791402,BALANCE_CHECK,1500,10011
4642,754991,DEPOSIT,400,10012
4643,790232,RETRIEVAL,-100,10007
4644,948294,SERVICE_PAY,-300,10005
4645,912189,BALANCE_CHECK,3000,10003
4646,125077,DEPOSIT,1000,10007
4647,743517,BALANCE_CHECK,1000,10003
4648,540502,SERVICE_PAY,-300,10006
4649,832307,SERVICE_PAY,-250,10001
4650,577157,RETRIEVAL,-200,10001
4651,959228,BALANCE_CHECK,4000,10000
4652,383634,BALANCE_CHECK,4000,10011
4653,577157,DEPOSIT,600,10013
4654,357229,DEPOSIT,500,10003
4655,301940,BALANCE_CHECK,1500,10015
4656,443562,RETRIEVAL,-100,10012
4657,284064,BALANCE_CHECK,500,10000
4658,274972,DEPOSIT,900,10000
4659,412892,DEPOSIT,1000,10012
4660,754991,SERVICE_PAY,-400,10013
4661,668826,SERVICE_PAY,-350,10006
4662,332784,BALANCE_CHECK,3000,10009
4663,371086,SERVICE_PAY,-100,10015
4664,429023,BALANCE_CHECK,4000,10011
4665,415449,SERVICE_PAY,-450,10005
4666,394760,DEPOSIT,300,10002
4667,855346,RETRIEVAL,-150,10002
4668,368908,BALANCE_CHECK,5000,10003
4669,838688,SERVICE_PAY,-300,10006
4670,301940,SERVICE_PAY,-300,10014
4671,790232,RETRIEVAL,-100,10011
4672,413828,RETRIEVAL,-400,10014
4673,596938,DEPOSIT,400,10003
4674,587932,SERVICE_PAY,-450,10003
4675,218323,BALANCE_CHECK,5000,10009
4676,958114,DEPOSIT,1000,10015
4677,252817,RETRIEVAL,-300,10013
4678,298799,RETRIEVAL,-250,10004
4679,891581,SERVICE_PAY,-150,10012
4680,912189,SERVICE_PAY,-200,10013
4681,128682,BALANCE_CHECK,4000,10013
4682,901185,BALANCE_CHECK,500,10009
4683,959228,DEPOSIT,100,10007
4684,808797,BALANCE_CHECK,500,10007
4685,672050,BALANCE_CHECK,3500,10008
4686,692833,DEPOSIT,600,10006
4687,946596,BALANCE_CHECK,2000,10000
4688,678713,BALANCE_CHECK,2500,10004
4689,770212,DEPOSIT,600,10012
4690,629384,SERVICE_PAY,-400,10002
4691,413828,BALANCE_CHECK,4500,10012
4692,517927,BALANCE_CHECK,1000,10015
4693,589589,BALANCE_CHECK,1500,10014
4694,182500,DEPOSIT,200,10015
4695,811329,BALANCE_CHECK,4500,10002
4696,913099,RETRIEVAL,-200,10000
4697,371086,SERVICE_PAY,-350,10014
4698,214694,SERVICE_PAY,-50,10002
4699,129049,BALANCE_CHECK,1000,10012
4700,838688,RETRIEVAL,-400,10002
4701,368908,BALANCE_CHECK,4500,10000
4702,951743,DEPOSIT,300,10012
4703,395438,RETRIEVAL,-200,10015
4704,596938,DEPOSIT,200,10012
4705,412892,DEPOSIT,800,10013
4706,252817,SERVICE_PAY,-200,10004
4707,838688,BALANCE_CHECK,1000,10010
4708,838688,DEPOSIT,900,10010
4709,951743,DEPOSIT,300,10004
4710,637833,BALANCE_CHECK,3000,10015
4711,791402,BALANCE_CHECK,1500,10004
4712,517927,DEPOSIT,900,10012
4713,838688,SERVICE_PAY,-150,10003
4714,958114,BALANCE_CHECK,5000,10003
4715,357229,SERVICE_PAY,-450,10007
4716,730873,DEPOSIT,1000,10003
4717,402189,DEPOSIT,200,10000
4718,596938,RETRIEVAL,-500,10010
4719,443562,BALANCE_CHECK,2000,10013
4720,413828,DEPOSIT,200,10013
4721,429023,DEPOSIT,200,10004
4722,958114,RETRIEVAL,-450,10002
4723,128682,BALANCE_CHECK,500,10014
4724,281101,SERVICE_PAY,-50,10005
4725,901185,BALANCE_CHECK,500,10002
4726,637833,RETRIEVAL,-400,10008
4727,912189,BALANCE_CHECK,4000,10009
4728,956433,RETRIEVAL,-50,10010
4729,637833,SERVICE_PAY,-450,10001
4730,395438,BALANCE_CHECK,2500,10015
4731,582753,DEPOSIT,1000,10004
4732,629384,BALANCE_CHECK,4000,10002
4733,629384,SERVICE_PAY,-500,10014
4734,415449,SERVICE_PAY,-100,10008
4735,672050,SERVICE_PAY,-250,10015
4736,855346,BALANCE_CHECK,4000,10005
4737,383634,RETRIEVAL,-200,10014
4738,920781,BALANCE_CHECK,3000,10013
4739,959228,RETRIEVAL,-300,10006
4740,838688,RETRIEVAL,-400,10010
4741,443562,DEPOSIT,500,10014
4742,540502,SERVICE_PAY,-150,10010
4743,952297,BALANCE_CHECK,1500,10013
4744,540502,SERVICE_PAY,-300,10006
4745,682067,DEPOSIT,100,10014
4746,913099,BALANCE_CHECK,2000,10014
4747,907589,SERVICE_PAY,-100,10005
4748,415449,BALANCE_CHECK,500,10009
4749,438446,SERVICE_PAY,-400,10014
4750,832617,BALANCE_CHECK,3500,10000
4751,395438,SERVICE_PAY,-450,10004
4752,214694,BALANCE_CHECK,4000,10004
4753,129049,DEPOSIT,500,10014
4754,973810,BALANCE_CHECK,2000,10014
4755,577157,RETRIEVAL,-300,10004
4756,832617,RETRIEVAL,-400,10015
4757,734731,RETRIEVAL,-150,10007
4758,218323,BALANCE_CHECK,4500,10013
4759,730873,RETRIEVAL,-150,10001
4760,839647,DEPOSIT,500,10013
4761,958114,SERVICE_PAY,-350,10006
4762,554380,RETRIEVAL,-450,10012
4763,556524,DEPOSIT,900,10013
4764,637833,RETRIEVAL,-100,10007
4765,743517,RETRIEVAL,-150,10015
4766,816398,SERVICE_PAY,-300,10012
4767,839647,DEPOSIT,500,10006
4768,591132,SERVICE_PAY,-350,10008
4769,252817,BALANCE_CHECK,1000,10002
4770,403774,RETRIEVAL,-350,10011
4771,398896,DEPOSIT,500,10013
4772,693293,DEPOSIT,300,10008
4773,128682,SERVICE_PAY,-250,10012
4774,589589,DEPOSIT,200,10005
4775,628053,DEPOSIT,500,10006
4776,298799,BALANCE_CHECK,3000,10012
4777,577157,RETRIEVAL,-500,10002
4778,395438,DEPOSIT,200,10006
4779,755454,BALANCE_CHECK,1500,10012
4780,252817,SERVICE_PAY,-300,10013
4781,116647,RETRIEVAL,-450,10015
4782,839015,DEPOSIT,200,10011
4783,517927,DEPOSIT,100,10011
4784,517927,BALANCE_CHECK,5000,10000
4785,693293,RETRIEVAL,-450,10015
4786,730873,SERVICE_PAY,-300,10015
4787,913099,RETRIEVAL,-350,10010
4788,816398,BALANCE_CHECK,1000,10012
4789,403774,SERVICE_PAY,-50,10008
4790,816398,DEPOSIT,900,10009
4791,961635,BALANCE_CHECK,1000,10002
4792,790232,SERVICE_PAY,-500,10006
4793,628053,RETRIEVAL,-300,10012
4794,577157,RETRIEVAL,-400,10010
4795,855346,SERVICE_PAY,-200,10012
4796,639253,RETRIEVAL,-100,10001
4797,693293,SERVICE_PAY,-50,10013
4798,770212,DEPOSIT,700,10015
4799,755454,DEPOSIT,300,10011
4800,678713,RETRIEVAL,-250,10015
4801,294790,SERVICE_PAY,-100,10008
4802,262204,SERVICE_PAY,-300,10013
4803,589589,RETRIEVAL,-350,10000
4804,847700,BALANCE_CHECK,3500,10014
4805,215204,DEPOSIT,300,10005
4806,116647,BALANCE_CHECK,5000,10004
4807,682067,RETRIEVAL,-300,10002
4808,637833,RETRIEVAL,-150,10010
4809,755454,SERVICE_PAY,-450,10007
4810,790232,BALANCE_CHECK,3000,10013
4811,332784,SERVICE_PAY,-250,10001
4812,591132,SERVICE_PAY,-250,10013
4813,301940,SERVICE_PAY,-450,10015
4814,948294,BALANCE_CHECK,1000,10008
4815,596938,RETRIEVAL,-350,10006
4816,301940,SERVICE_PAY,-350,10000
4817,294790,SERVICE_PAY,-50,10013
4818,517927,DEPOSIT,700,10007
4819,952297,BALANCE_CHECK,500,10009
4820,443562,DEPOSIT,500,10000
4821,678713,BALANCE_CHECK,1500,10010
4822,948294,RETRIEVAL,-200,10013
4823,371086,RETRIEVAL,-50,10014
4824,214694,BALANCE_CHECK,3500,10003
4825,413828,DEPOSIT,200,10001
4826,629384,DEPOSIT,300,10007
4827,128682,SERVICE_PAY,-150,10004
4828,724465,BALANCE_CHECK,3500,10005
4829,901185,RETRIEVAL,-150,10011
4830,811329,BALANCE_CHECK,3000,10012
4831,629384,BALANCE_CHECK,1500,10000
4832,262204,DEPOSIT,800,10006
4833,332784,SERVICE_PAY,-500,10010
4834,808797,SERVICE_PAY,-500,10002
4835,847700,SERVICE_PAY,-400,10001
4836,961635,BALANCE_CHECK,5000,10012
4837,724465,RETRIEVAL,-100,10014
4838,959228,DEPOSIT,600,10007
4839,435486,BALANCE_CHECK,4000,10013
4840,413828,RETRIEVAL,-50,10009
4841,790232,SERVICE_PAY,-150,10011
4842,891581,BALANCE_CHECK,5000,10004
4843,596938,SERVICE_PAY,-250,10004
4844,215204,SERVICE_PAY,-150,10003
4845,832617,RETRIEVAL,-200,10014
4846,413828,SERVICE_PAY,-100,10001
4847,297512,RETRIEVAL,-100,10009
4848,395438,BALANCE_CHECK,2500,10005
4849,587932,SERVICE_PAY,-150,10004
4850,855346,RETRIEVAL,-250,10009
4851,811329,SERVICE_PAY,-300,10000
4852,129049,RETRIEVAL,-200,10009
4853,125077,DEPOSIT,400,10014
4854,838688,BALANCE_CHECK,500,10012
4855,413828,DEPOSIT,400,10000
4856,952297,SERVICE_PAY,-100,10008
4857,596938,RETRIEVAL,-300,10001
4858,973810,RETRIEVAL,-450,10007
4859,582753,BALANCE_CHECK,4000,10015
4860,403774,SERVICE_PAY,-450,10010
4861,692833,SERVICE_PAY,-250,10001
4862,920781,DEPOSIT,1000,10003
4863,125077,RETRIEVAL,-50,10005
4864,133521,SERVICE_PAY,-250,10014
4865,790232,RETRIEVAL,-350,10008
4866,589589,BALANCE_CHECK,4000,10000
4867,958114,RETRIEVAL,-400,10001
4868,353550,SERVICE_PAY,-350,10006
4869,412892,RETRIEVAL,-300,10013
4870,790232,SERVICE_PAY,-400,10013
4871,413828,BALANCE_CHECK,1000,10006
4872,403774,RETRIEVAL,-250,10011
4873,855346,SERVICE_PAY,-400,10005
4874,403774,RETRIEVAL,-500,10014
4875,743517,RETRIEVAL,-100,10007
4876,443562,SERVICE_PAY,-150,10013
4877,297512,BALANCE_CHECK,1000,10012
4878,252817,RETRIEVAL,-450,10008
4879,958114,SERVICE_PAY,-350,10004
4880,912189,BALANCE_CHECK,1500,10011
4881,832307,BALANCE_CHECK,500,10011
4882,556524,BALANCE_CHECK,4500,10015
4883,639253,SERVICE_PAY,-350,10002
4884,682067,SERVICE_PAY,-500,10012
4885,218323,BALANCE_CHECK,1000,10008
4886,959228,SERVICE_PAY,-50,10000
4887,435486,DEPOSIT,500,10015
4888,357229,BALANCE_CHECK,2500,10012
4889,942111,BALANCE_CHECK,3000,10002
4890,403774,SERVICE_PAY,-300,10014
4891,942111,RETRIEVAL,-300,10001
4892,743517,BALANCE_CHECK,2000,10006
4893,556524,RETRIEVAL,-100,10003
4894,755454,BALANCE_CHECK,1500,10007
4895,944947,SERVICE_PAY,-350,10004
4896,808797,DEPOSIT,1000,10009
4897,956433,DEPOSIT,200,10001
4898,948294,SERVICE_PAY,-150,10014
4899,415449,DEPOSIT,700,10012
4900,952297,SERVICE_PAY,-400,10005
4901,730873,SERVICE_PAY,-150,10001
4902,394760,DEPOSIT,700,10010
4903,129049,BALANCE_CHECK,4000,10003
4904,942111,DEPOSIT,800,10001
4905,724465,BALANCE_CHECK,500,10001
4906,582753,BALANCE_CHECK,1500,10005
4907,791402,RETRIEVAL,-100,10010
4908,944947,SERVICE_PAY,-300,10014
4909,832617,RETRIEVAL,-50,10012
4910,554380,BALANCE_CHECK,5000,10001
4911,754991,RETRIEVAL,-400,10014
4912,693293,SERVICE_PAY,-50,10014
4913,357229,SERVICE_PAY,-50,10013
4914,920781,SERVICE_PAY,-400,10001
4915,368908,SERVICE_PAY,-450,10004
4916,973810,DEPOSIT,1000,10008
4917,383634,SERVICE_PAY,-250,10001
4918,383634,RETRIEVAL,-450,10003
4919,301940,DEPOSIT,300,10002
4920,128682,BALANCE_CHECK,1000,10005
4921,128682,DEPOSIT,900,10011
4922,730873,BALANCE_CHECK,5000,10008
4923,453604,DEPOSIT,200,10008
4924,413828,BALANCE_CHECK,5000,10014
4925,708611,BALANCE_CHECK,3500,10014
4926,838688,SERVICE_PAY,-350,10002
4927,423064,RETRIEVAL,-450,10015
4928,682067,BALANCE_CHECK,2000,10005
4929,958114,RETRIEVAL,-250,10010
4930,912189,DEPOSIT,700,10000
4931,577157,SERVICE_PAY,-400,10002
4932,946596,DEPOSIT,200,10005
4933,802009,DEPOSIT,600,10012
4934,128682,RETRIEVAL,-500,10008
4935,808797,RETRIEVAL,-50,10006
4936,802009,DEPOSIT,900,10004
4937,913099,DEPOSIT,600,10004
4938,556524,SERVICE_PAY,-300,10001
4939,419101,BALANCE_CHECK,1000,10013
4940,402189,BALANCE_CHECK,3500,10003
4941,556524,SERVICE_PAY,-150,10008
4942,855346,RETRIEVAL,-100,10004
4943,961635,DEPOSIT,200,10014
4944,353550,SERVICE_PAY,-150,10003
4945,129049,BALANCE_CHECK,500,10006
4946,832307,RETRIEVAL,-450,10010
4947,582753,DEPOSIT,100,10007
4948,301940,DEPOSIT,800,10013
4949,942111,DEPOSIT,300,10013
4950,353550,RETRIEVAL,-200,10000
4951,770212,DEPOSIT,800,10008
4952,226770,DEPOSIT,800,10014
4953,891581,RETRIEVAL,-50,10001
4954,724465,DEPOSIT,700,10008
4955,554380,DEPOSIT,200,10004
4956,353550,SERVICE_PAY,-50,10009
4957,540502,SERVICE_PAY,-450,10000
4958,816398,SERVICE_PAY,-150,10012
4959,912189,SERVICE_PAY,-200,10014
4960,628053,SERVICE_PAY,-100,10003
4961,816398,RETRIEVAL,-100,10006
4962,808797,RETRIEVAL,-200,10012
4963,218323,DEPOSIT,300,10001
4964,294790,SERVICE_PAY,-300,10011
4965,629384,RETRIEVAL,-250,10003
4966,839647,RETRIEVAL,-200,10001
4967,802009,RETRIEVAL,-500,10001
4968,419101,BALANCE_CHECK,3500,10004
4969,453604,RETRIEVAL,-500,10010
4970,403774,SERVICE_PAY,-100,10003
4971,423064,BALANCE_CHECK,1500,10015
4972,708611,BALANCE_CHECK,2000,10000
4973,395438,DEPOSIT,900,10013
4974,398896,SERVICE_PAY,-450,10013
4975,907589,RETRIEVAL,-250,10008
4976,281101,DEPOSIT,700,10004
4977,582753,SERVICE_PAY,-200,10013
4978,215204,BALANCE_CHECK,1500,10009
4979,128682,DEPOSIT,500,10014
4980,402189,BALANCE_CHECK,500,10013
4981,907589,SERVICE_PAY,-150,10003
4982,252817,SERVICE_PAY,-150,10014
4983,668826,RETRIEVAL,-200,10013
4984,262204,RETRIEVAL,-400,10012
4985,828086,SERVICE_PAY,-350,10012
4986,301940,BALANCE_CHECK,4000,10005
4987,429023,DEPOSIT,100,10009
4988,133521,RETRIEVAL,-200,10005
4989,958114,RETRIEVAL,-350,10012
